method,d,imp_V0,pval_V0,imp_V1,pval_V1,imp_V2,pval_V2,imp_V3,pval_V3,imp_V4,pval_V4,imp_V5,pval_V5,imp_V6,pval_V6,imp_V7,pval_V7,imp_V8,pval_V8,imp_V9,pval_V9
LOCO,10,0.22949035269220314,0.22614575824110125,0.7582850538125925,0.024141847898549448,-0.6930518821318723,0.8469665547195973,0.9805272880684013,0.06412315930108028,-0.16093949774727634,0.286736049525831,0.29765237191384614,0.2638387965956676,-1.1149252432623042,0.9779831045331278,1.1575997600236128,0.6020769460583706,1.820872595133462,0.3960703608153906,-0.7096957819857326,0.6549212711871581
LOCO,20,0.17196350920315556,0.1241230078251871,0.5680131816026135,0.2371479736592411,0.5767187659240938,0.5035065949180275,0.7605885018189253,0.3356594857378201,0.4645298080012682,0.008000298626020363,0.13614898331441166,0.7188312781005184,-0.1516561730230053,0.5395204252689358,0.8468710232540141,0.6654964427116344,-0.5267398053613237,0.672699778690107,-0.6988726326058731,0.70488806660965
LOCO,35,-0.2568939683254768,0.5938218942545342,1.4954313940504707,0.028297164017473026,-3.093446929413919,0.7865793556772656,1.7028025949638206,0.12209515304582333,2.4554216206876984,0.07499364347456638,0.5104417851605162,0.08200692775728331,-3.3554182279608464,0.6438755490019756,-0.5449367742099899,0.9808104060653315,1.9162833032810709,0.38167932936570514,-1.2531331708860332,0.6364105055395303
LOCO,50,1.5899279536578188,0.43533034317320024,-1.0321502566558125,0.7212190696641354,2.4347970780304133,0.04531403551793992,1.3313862143511221,0.0019938120493922704,-0.6233837368092502,0.31882599572062165,-0.042008102479931954,0.8090937735483523,0.83433431285728,0.24203986348236017,2.157022155637817,0.15112015309000704,1.492042736842211,0.33301324577330055,-0.3517289730079245,0.6495256574556233
LOCO,100,0.2140893735504418,0.5815880183839601,-1.167875189296821,0.6466552076365293,0.21535720804198263,0.09016477558313063,0.5522400984527278,0.3373523316085087,0.6926763424394363,0.15696200153566103,0.1381178519515488,0.14306923977137087,-0.5981701231537337,0.3772065349453186,1.1114715681522385,0.003893352333917225,-0.7600576018203055,0.915728222000404,0.46326916250456457,0.025527526388754402
Robust-CPI,10,-0.004777791781495896,0.1781034408934273,0.012482524861577134,0.13230484974246728,0.1417014593113514,0.03917321004487467,0.19760589389201705,0.004364918699679816,0.6423478845092491,6.888332764422523e-05,-0.08126998603938879,0.5326982842977539,-0.06794881433332012,0.7414748563375381,0.032052758756229136,0.18799272040137488,-0.02841183514327125,0.9318680051130389,-0.013975042181956322,0.752533511722991
Robust-CPI,20,0.13035455968099918,0.016906921722035333,0.060419368844611986,0.14432065806393563,0.03676054370809295,0.09624760927578938,0.10824290688608539,0.02927703078288494,0.3955717043420882,0.0035081376691541238,-0.011036758127139012,0.6682976889826506,-0.017132734525944174,0.9031698272869135,-0.04509246124687226,0.9095573570524081,-0.0077229388272780615,0.8209445270714816,-0.04953364515220139,0.7610708509514347
Robust-CPI,35,0.02312417393914378,0.12976889493274327,0.03622637657435578,0.25269593068354435,0.0036489989417943357,0.15751507986754826,0.21303606592741345,0.02214230764207319,0.18185963117683218,0.002977953119262205,-0.016185780182880118,0.3707066132724392,0.016347401547031633,0.5148068518916984,-0.0023513152660292734,0.6616679264842611,0.007418646973621216,0.4759926010762185,-0.018786356266291517,0.8438588541967523
Robust-CPI,50,0.08459835612305201,0.07594781893123137,0.006802019237065417,0.08557404561798465,0.012493612971830983,0.03905110804285334,0.05724144589268351,0.01400116763742025,0.13960619004305239,0.0019143313055685449,0.01220992898230029,0.2521615250738424,-0.015042945454992384,0.8751799439417641,0.0015733786963641357,0.25951085219258346,-0.003772984241863354,0.4753640695061345,-0.016242840165023982,0.6885205376161123
Robust-CPI,100,0.0022854618698743574,0.057187857876091375,0.0023298768808009936,0.16030458683837984,-0.0006115912468062323,0.37748419721083887,0.038659247707891385,0.01013919971190742,0.04512198047585471,0.023994340286935437,-0.0007324354394887605,0.45271474702761033,4.1774912521084015e-05,0.5157476407726078,-0.0015791559202181678,0.6759108092471569,0.0058420733207703215,0.2969992232729439,-0.0027815060672030448,0.8969001875975029
0.5*CPI,10,0.16423756357580507,0.02410595415109917,0.05194733996046486,0.022185454831881276,0.054285432699623375,0.010116207636178855,0.1446857681262238,0.0003132543935853639,0.5459875227187287,2.0170966384769611e-07,0.017302464331654777,0.2052150611466516,-0.018453463052338297,0.3241628729098233,0.01695857600015327,0.045654247356151,-0.006740034236194988,0.4203535562064157,0.005829337650610442,0.231245640606562
0.5*CPI,20,0.10998284185977004,0.0010558367718333276,0.04799584344858881,0.04864332142688709,0.018838823494210122,0.02135430117847853,0.17060812638265366,0.007120483107284754,0.2688719105666818,0.00020698776278465128,0.0023368043313465735,0.28649423830903725,-0.005477388252727296,0.4297652700569936,-0.016571260129028632,0.42797175256245024,-0.0015974611438219653,0.3758429312788758,-0.006593197634986228,0.3486825128975368
0.5*CPI,35,0.021117018116435026,0.039172005253275834,0.0003401572279870187,0.10212678005124197,0.04955208966794925,0.06809541600538145,0.22718414009667773,0.006246735681555462,0.28438077178060817,0.000701061425677284,0.044897714970924624,0.17337034880718563,0.0017828989440187403,0.2445411976058393,-0.0009296754217524424,0.3046451364001074,0.0005028590460781024,0.22570785442637722,-4.854152515862705e-05,0.4058373510184231
0.5*CPI,50,0.016148661658511903,0.018949488769062075,0.00868639383739972,0.03738658408750253,0.02109892871687226,0.009927087446174853,0.042038584269199916,0.0036511760463642158,0.043541209650954496,0.0006661701229815512,0.006069023763755507,0.10386590210045824,-0.0024298703436054165,0.42492554000247695,0.01046764862080682,0.12040075404704914,0.0007516572173929637,0.23601602620103634,0.0009340942751464091,0.3251151491911906
0.5*CPI,100,0.011519436336091468,0.026244261973946234,0.0032061371562628433,0.07593647032210557,-0.000328477534864724,0.2009111644783559,0.020459395396188823,0.004005148769638509,0.09152396239022322,0.007561061379791328,0.0010996868701960473,0.22252799424652858,-0.0023071194942938813,0.2485574459661325,-0.0026012427141052057,0.3386907791132422,0.005122452603743915,0.14433257681849626,-0.006281113626311737,0.4409718226656024
PFI,10,0.7147167173846188,0.019314092100892518,0.6400947983760157,0.003110417559451668,0.48061911150745507,2.044310319999208e-06,2.42465801790347,4.1076094322257434e-05,2.46670339095283,5.63771848244187e-06,0.22175177698959164,0.16242729472714518,0.008058385366327473,0.3285004278745494,0.09942800034317646,0.1024838896778955,-0.007806020448084465,0.5384515383725945,0.005620153662610224,0.24017042268857047
PFI,20,0.3830320719832408,0.0010821739439755853,0.26092835564837974,0.00229508909414399,0.28655800270022663,0.0018651448779080453,0.9757199019964137,0.0013933979612766574,0.8005328577742804,0.00037299986115108295,0.04869265787800732,0.028118593236108803,-0.011922232422595377,0.5401817462784162,-0.008981572711015478,0.7751303302436899,0.06735208816847597,0.3847354258784686,-0.03965467622029113,0.5931774522279322
PFI,35,0.11210749417587153,0.00806048098373646,0.1280527741473725,0.017838144753600082,0.35623951713247043,0.0035323772872260127,1.0167654964356356,0.003126204572028235,1.050792693310367,0.0010847621742807283,0.28769337760661223,0.02724463342786072,0.060734323090227395,0.3654111533798479,0.0036166250162018767,0.3084518937932421,0.02048560972524213,0.2744738333538213,0.00890717068064022,0.7063078655400086
PFI,50,0.07953966105769031,0.04632024442188602,0.05834119068714152,0.020536102458893077,0.24729374347820463,0.01333268970412076,0.22266910489760056,0.0020262713721631086,0.2545829353864841,0.004120292733556226,0.10484789611925047,0.015811942549618832,0.022230959328173216,0.4542595722078483,0.037206771118971485,0.5088722744164651,0.013943201536482052,0.3630990926974455,0.002718357771629438,0.5806610403547154
PFI,100,0.05373938821322824,0.09897002257456,-0.008716848909537148,0.31767518706844067,0.0066252735377464,0.09605638415436289,0.09134241772862427,0.005857810466122037,0.3796537529492453,0.019778471929168203,0.11980146446099774,0.1855262099734819,0.001986026336025626,0.38156404769658997,-0.006887161557656716,0.7361426158731764,0.03066493894651758,0.30536538443954825,-0.025060289911958092,0.8752803612755585
LOCO,10,0.006755716829681032,0.22614575824110125,0.5231270721451559,0.024141847898549448,-1.1710131796144756,0.8469665547195973,0.21871061514754722,0.06412315930108028,1.4019975854893723,0.286736049525831,0.1342035237218329,0.2638387965956676,-0.9614019656304569,0.9779831045331278,-0.38527190553144175,0.6020769460583706,0.21893485433157783,0.3960703608153906,0.8611404713509864,0.6549212711871581
LOCO,20,0.5222568830052607,0.1241230078251871,-0.09515779951468038,0.2371479736592411,-0.7964407732539703,0.5035065949180275,1.579909687859182,0.3356594857378201,1.4163330870572524,0.008000298626020363,-0.8265819159436567,0.7188312781005184,0.2556646016565104,0.5395204252689358,-2.0004031504329403,0.6654964427116344,0.5165042797605568,0.672699778690107,0.18618302892034766,0.70488806660965
LOCO,35,1.3337498153519711,0.5938218942545342,0.5631712774821492,0.028297164017473026,-0.25425916563597434,0.7865793556772656,0.1459244265581947,0.12209515304582333,0.11354660614978884,0.07499364347456638,0.5614870607771364,0.08200692775728331,0.8453159171508555,0.6438755490019756,-0.5510955605881981,0.9808104060653315,-0.17681061421545635,0.38167932936570514,-0.2537711040475084,0.6364105055395303
LOCO,50,0.23408565240332924,0.43533034317320024,-0.19786632522765168,0.7212190696641354,1.0630493569934027,0.04531403551793992,1.0327346029275688,0.0019938120493922704,0.9172571472560106,0.31882599572062165,-0.4337996316791014,0.8090937735483523,2.3620571550753384,0.24203986348236017,0.7513760904731397,0.15112015309000704,0.952459118441707,0.33301324577330055,-1.0628606737852182,0.6495256574556233
LOCO,100,-0.6570694513912181,0.5815880183839601,-0.1735030301438792,0.6466552076365293,0.5771515979122708,0.09016477558313063,-0.2354602953167629,0.3373523316085087,1.2922965173589873,0.15696200153566103,0.3614951001841325,0.14306923977137087,0.2525454916422244,0.3772065349453186,0.30950236562893757,0.003893352333917225,-0.21955103797736814,0.915728222000404,0.8660386463908789,0.025527526388754402
Robust-CPI,10,0.22198998104414583,0.1781034408934273,0.06633352890696931,0.13230484974246728,0.08765013185614284,0.03917321004487467,0.2221592095988535,0.004364918699679816,0.7580211802865165,6.888332764422523e-05,0.026566444801896502,0.5326982842977539,-0.04813505992272004,0.7414748563375381,0.023624372448215143,0.18799272040137488,-0.020856805776580927,0.9318680051130389,-0.004998401005400783,0.752533511722991
Robust-CPI,20,0.16311478100840027,0.016906921722035333,0.0689508015305192,0.14432065806393563,0.024551630872703314,0.09624760927578938,0.2708156592128991,0.02927703078288494,0.4178910557322915,0.0035081376691541238,-0.001307263744054386,0.6682976889826506,-0.012075162133120551,0.9031698272869135,-0.03975299518823633,0.9095573570524081,-0.0053111978957698395,0.8209445270714816,-0.017321366843396833,0.7610708509514347
Robust-CPI,35,0.023201765702763853,0.12976889493274327,-0.008089805232428193,0.25269593068354435,0.08864338656286687,0.15751507986754826,0.3855897666781058,0.02214230764207319,0.4780515832677216,0.002977953119262205,0.0752121128766825,0.3707066132724392,0.0035936409144090675,0.5148068518916984,-0.0032777459723090387,0.6616679264842611,0.000330820997211916,0.4759926010762185,-0.0011381276060283615,0.8438588541967523
Robust-CPI,50,0.024013588240934674,0.07594781893123137,0.017067424886918346,0.08557404561798465,0.03874880179033611,0.03905110804285334,0.08692625423028134,0.01400116763742025,0.0842812301997806,0.0019143313055685449,0.010963429668719497,0.2521615250738424,-0.005288006328644206,0.8751799439417641,0.01941259874413487,0.25951085219258346,0.0009781980622813938,0.4753640695061345,-0.0006208713471146161,0.6885205376161123
Robust-CPI,100,0.021946835651277505,0.057187857876091375,0.006073132373249576,0.16030458683837984,-0.00027919730307916226,0.37748419721083887,0.036926737745974554,0.01013919971190742,0.1691854756493969,0.023994340286935437,0.00053646998639031,0.45271474702761033,-0.00467532710111106,0.5157476407726078,-0.00498752657787626,0.6759108092471569,0.008287936431261944,0.2969992232729439,-0.012954779480739987,0.8969001875975029
0.5*CPI,10,0.10715481934012241,0.02410595415109917,0.0626099719845919,0.022185454831881276,0.008347625461410659,0.010116207636178855,0.20502588673753394,0.0003132543935853639,0.28599676708388944,2.0170966384769611e-07,0.008771945492522302,0.2052150611466516,0.010116027219718087,0.3241628729098233,0.0075908509038402835,0.045654247356151,-0.010459523283637874,0.4203535562064157,-0.0012988170020727643,0.231245640606562
0.5*CPI,20,0.0445654329580256,0.0010558367718333276,0.006770366477638418,0.04864332142688709,0.0184150701436514,0.02135430117847853,0.11657541417478287,0.007120483107284754,0.1733037455222778,0.00020698776278465128,-0.0027884412271093387,0.28649423830903725,-0.01232311974554524,0.4297652700569936,-0.001369147882324796,0.42797175256245024,-0.008917281705403578,0.3758429312788758,0.004108582491223142,0.3486825128975368
0.5*CPI,35,0.05199515650015168,0.039172005253275834,0.00654920425162824,0.10212678005124197,0.010712633396388154,0.06809541600538145,0.03657587192706675,0.006246735681555462,0.09928532877080232,0.000701061425677284,0.013944903453272615,0.17337034880718563,-0.028421009327326358,0.2445411976058393,-0.0025268158952061817,0.3046451364001074,-0.0006805510697139316,0.22570785442637722,-0.010509189777376719,0.4058373510184231
0.5*CPI,50,0.04217809927830898,0.018949488769062075,0.008145570982032212,0.03738658408750253,0.08197850314796092,0.009927087446174853,0.0808589076998287,0.0036511760463642158,0.0943956153553384,0.0006661701229815512,0.0025775129913451636,0.10386590210045824,-0.00749062967731436,0.42492554000247695,0.0004611079346610965,0.12040075404704914,0.0034756347200452383,0.23601602620103634,-0.0004789703345460816,0.3251151491911906
0.5*CPI,100,0.0028402541781404156,0.026244261973946234,0.001354228112302613,0.07593647032210557,0.0038675506277492683,0.2009111644783559,0.010249393304947021,0.004005148769638509,0.029119666238938583,0.007561061379791328,0.0034438854416130415,0.22252799424652858,0.0005756001165239102,0.2485574459661325,0.0006464024924717853,0.3386907791132422,-0.0002966491704188304,0.14433257681849626,-0.0008128651244310317,0.4409718226656024
PFI,10,0.3413639718064295,0.019314092100892518,0.3334994415660744,0.003110417559451668,0.15338860351736786,2.044310319999208e-06,2.059917497535822,4.1076094322257434e-05,2.3406910736077515,5.63771848244187e-06,0.1412692038115684,0.16242729472714518,0.05492999942201434,0.3285004278745494,0.02980404634156318,0.1024838896778955,-0.016104930766893403,0.5384515383725945,0.01482901510535541,0.24017042268857047
PFI,20,0.19277887913334582,0.0010821739439755853,0.1528598839176522,0.00229508909414399,0.19365538903494875,0.0018651448779080453,0.6229792384996375,0.0013933979612766574,0.6849938930263166,0.00037299986115108295,0.06905166293290513,0.028118593236108803,-0.028854600180962232,0.5401817462784162,-0.020519473330457033,0.7751303302436899,-0.018394997470750515,0.3847354258784686,0.04139633007885412,0.5931774522279322
PFI,35,0.14211236798705107,0.00806048098373646,0.08716193965682602,0.017838144753600082,0.09445791728732315,0.0035323772872260127,0.4002468866377533,0.003126204572028235,0.6276275995105758,0.0010847621742807283,0.08090477389725031,0.02724463342786072,-0.11801562675766164,0.3654111533798479,0.011496173268757239,0.3084518937932421,-0.0011632594640899362,0.2744738333538213,-0.03149973561440045,0.7063078655400086
PFI,50,0.09830863277633077,0.04632024442188602,0.06417415565005195,0.020536102458893077,0.45615779487973235,0.01333268970412076,0.7091157717930857,0.0020262713721631086,0.8413336830573024,0.004120292733556226,0.10276003980849914,0.015811942549618832,0.006430893668846868,0.4542595722078483,-0.01138289951123457,0.5088722744164651,0.021719000531416118,0.3630990926974455,-0.006946057186369643,0.5806610403547154
PFI,100,0.005364649282205461,0.09897002257456,0.011110282610420952,0.31767518706844067,0.041323434023061684,0.09605638415436289,0.050741223850269856,0.005857810466122037,0.12652728213065592,0.019778471929168203,0.03895213807838016,0.1855262099734819,0.0002989252593043362,0.38156404769658997,-0.001986837729851331,0.7361426158731764,-0.0032835361309395293,0.30536538443954825,-0.005883068851361856,0.8752803612755585
LOCO,10,0.40797941241918806,0.22614575824110125,0.5873134479851547,0.024141847898549448,-0.01807077871449115,0.8469665547195973,0.35700838160210435,0.06412315930108028,0.1775617073020726,0.286736049525831,0.05112186871122078,0.2638387965956676,-0.3552318681351966,0.9779831045331278,-0.2230936254801231,0.6020769460583706,-0.252335532473878,0.3960703608153906,-0.3915894246876811,0.6549212711871581
LOCO,20,0.3502474957079517,0.1241230078251871,0.563981423673959,0.2371479736592411,0.01881653342946676,0.5035065949180275,-1.2120805207634828,0.3356594857378201,1.253739943254238,0.008000298626020363,-0.1512798622498017,0.7188312781005184,-0.24338029355211355,0.5395204252689358,-0.5479401304468399,0.6654964427116344,-1.6329779502629298,0.672699778690107,-0.5391028084593482,0.70488806660965
LOCO,35,-0.6035925602081175,0.5938218942545342,0.8831477756030051,0.028297164017473026,-0.029794353864252075,0.7865793556772656,0.3547974467199429,0.12209515304582333,0.8604138801317373,0.07499364347456638,0.8100521269001808,0.08200692775728331,-0.18451409481726808,0.6438755490019756,-1.337340351982906,0.9808104060653315,0.13852967391195878,0.38167932936570514,0.6948230976152209,0.6364105055395303
LOCO,50,-1.4755889583688897,0.43533034317320024,0.05583201425059224,0.7212190696641354,0.21676801410468885,0.04531403551793992,1.6824963753345514,0.0019938120493922704,2.1033336373625358,0.31882599572062165,-0.5565991857451942,0.8090937735483523,-0.125489509714638,0.24203986348236017,0.04763751506062583,0.15112015309000704,-0.9009499496655431,0.33301324577330055,1.3197953489466623,0.6495256574556233
LOCO,100,0.0313357972307577,0.5815880183839601,1.8090273785658304,0.6466552076365293,1.063952440535188,0.09016477558313063,1.1694520222220501,0.3373523316085087,0.0590629648263491,0.15696200153566103,1.6288229767198696,0.14306923977137087,0.550117574296019,0.3772065349453186,1.031955712283878,0.003893352333917225,-0.5278470908362866,0.915728222000404,2.193788023490909,0.025527526388754402
Robust-CPI,10,0.1294936005875527,0.1781034408934273,0.07803779273575105,0.13230484974246728,0.01236605588774538,0.03917321004487467,0.27014814503285384,0.004364918699679816,0.3621526327247429,6.888332764422523e-05,-0.005109585272396957,0.5326982842977539,0.0074225004223462355,0.7414748563375381,0.006300006337547101,0.18799272040137488,-0.02941781745199893,0.9318680051130389,-0.009483023230354813,0.752533511722991
Robust-CPI,20,0.06178729434979335,0.016906921722035333,0.010185839101303695,0.14432065806393563,0.024099032937744368,0.09624760927578938,0.1859547535067194,0.02927703078288494,0.2854752051105313,0.0035081376691541238,-0.009622506647389246,0.6682976889826506,-0.026997680773694667,0.9031698272869135,-0.007267720205292481,0.9095573570524081,-0.01953734439565535,0.8209445270714816,0.005400385393262995,0.7610708509514347
Robust-CPI,35,0.08691484748307296,0.12976889493274327,0.012285208349690904,0.25269593068354435,0.02073078925968357,0.15751507986754826,0.06771304433644022,0.02214230764207319,0.17925732640264436,0.002977953119262205,0.022265386144249777,0.3707066132724392,-0.058420306199935566,0.5148068518916984,-0.004338011510823798,0.6616679264842611,-0.002104370691968021,0.4759926010762185,-0.023024379592746735,0.8438588541967523
Robust-CPI,50,0.06274188362820773,0.07594781893123137,0.015667037834559375,0.08557404561798465,0.141303935831766,0.03905110804285334,0.1337559965372156,0.01400116763742025,0.17480586855141222,0.0019143313055685449,0.0021342324846204456,0.2521615250738424,-0.01875597327281877,0.8751799439417641,0.0005216508483425723,0.25951085219258346,0.0061764470139165015,0.4753640695061345,-0.0016644447972982805,0.6885205376161123
Robust-CPI,100,0.005210892867869727,0.057187857876091375,0.002456579163207054,0.16030458683837984,0.007708055998092084,0.37748419721083887,0.020308272055679547,0.01013919971190742,0.054074463044209854,0.023994340286935437,0.006697798157556549,0.45271474702761033,0.0011019180767465864,0.5157476407726078,0.001398768461814524,0.6759108092471569,-0.0005383298398175571,0.2969992232729439,-0.0018101332858559609,0.8969001875975029
